"","pvalues","AMPLIFIED_DELETERIOUS/(AMPLIFIED_DELETERIOUS+AMPLIFIED_WT)","NON_AMPLIFIED_DELETERIOUS/(NON_AMPLIFIED_DELETERIOUS+NON_AMPLIFIED_WT)","tp_flags"
"AC141273.2",1,0,0,"FALSE"
"RF01884",1,0,0,"FALSE"
"CCL23",1,0,0,"FALSE"
"AC004466.2",1,0,0,"FALSE"
"AC013791.1",1,0,0,"FALSE"
"RF00017.48",1,0,0,"FALSE"
"ELOA3D",1,0,0,"FALSE"
"RN7SL627P",1,0,0,"FALSE"
"AC233702.9",1,0,0,"FALSE"
"KRTAP7.1",1,0,0,"FALSE"
"AC120498.9",1,0,0,"FALSE"
"TRBV12.3",1,0,0,"FALSE"
"RF00004.5",1,0,0,"FALSE"
"AC243732.1",1,0,0,"FALSE"
"AC006435.3",1,0,0,"FALSE"
"RNA5SP527",1,0,0,"FALSE"
"RF02216",1,0,0,"FALSE"
"AL049777.1",1,0,0,"FALSE"
"PRAMEF27",1,0,0,"FALSE"
"AC018926.1",1,0,0,"FALSE"
"BX072579.2",1,0,0,"FALSE"
"AC243829.1",1,0,0,"FALSE"
"AC016747.4",1,0,0,"FALSE"
"MIR6128",1,0,0,"FALSE"
"RF00017.49",1,0,0,"FALSE"
"Z82195.2",1,0,0,"FALSE"
"AC090241.3",1,0,0,"FALSE"
"AC004792.1",1,0,0,"FALSE"
"RF00019.735",1,0,0.00768386388583974,"FALSE"
"F8A2",1,0,0,"FALSE"
"AC008121.3",1,0,0,"FALSE"
"AC025166.1",1,0,0,"FALSE"
"RF00017.50",1,0,0,"FALSE"
"AC007204.2",1,0,0,"FALSE"
"MIR6768",1,0,0,"FALSE"
"TBC1D3B",1,0,0,"FALSE"
"MIR6078",1,0,0,"FALSE"
"NPHP3.ACAD11",1,0,0,"FALSE"
"AC126915.2",1,0,0,"FALSE"
"AC138749.5",1,0,0,"FALSE"
"MIR6772",1,0,0,"FALSE"
"AC012531.3",1,0,0,"FALSE"
"AC004825.2",1,0,0,"FALSE"
"RF01968",1,0,0,"FALSE"
"AL353770.1",1,0,0,"FALSE"
"MIR6762",1,0,0,"FALSE"
"APONP",1,0,0,"FALSE"
"MIR7152",1,0,0,"FALSE"
"AL023803.2",1,0,0,"FALSE"
"LINC01297.1",1,0,0,"FALSE"
"AC068473.5",1,0,0,"FALSE"
"AC233724.12",1,0,0,"FALSE"
"AC110285.5",1,0,0,"FALSE"
"AC010333.3",1,0,0,"FALSE"
"AC100757.2",1,0,0,"FALSE"
"RF02178",1,0,0,"FALSE"
"AC009233.1",1,0,0,"FALSE"
"MIR6788",1,0,0,"FALSE"
"AC132807.2",1,0,0,"FALSE"
"RF00017.51",1,0,0,"FALSE"
"AL512427.1",1,0,0.00216684723726977,"FALSE"
"RF02271.7",1,0,0,"FALSE"
"RF00017.52",1,0,0,"FALSE"
"AC023043.4",1,0,0,"FALSE"
"RN7SL422P",1,0,0,"FALSE"
"AL133351.4",1,0,0,"FALSE"
"AC131238.1",1,0,0,"FALSE"
"RF00017.53",1,0,0,"FALSE"
"RF00004.6",1,0,0,"FALSE"
"AL135936.1",1,0,0,"FALSE"
"RF01977",1,0,0,"FALSE"
"RF01973",1,0,0,"FALSE"
"AL589994.2",1,0,0.00991189427312775,"FALSE"
"RF01518.2",1,0,0.00213219616204691,"FALSE"
"AC068790.8",1,0,0,"FALSE"
"RF02107",1,0,0,"FALSE"
"AC009804.1",1,0,0,"FALSE"
"RF00017.54",1,0,0,"FALSE"
"AL117190.3",1,0,0,"FALSE"
"AC087241.4",1,0,0,"FALSE"
"SEPT14P17",1,0,0,"FALSE"
"AC011487.4",1,0,0,"FALSE"
"AL136317.2",1,0,0,"FALSE"
"AC011700.1",1,0,0,"FALSE"
"PANO1",1,0,0,"FALSE"
"AC001226.1",1,0,0,"FALSE"
"AC006386.1",1,0,0,"FALSE"
"Z69908.1",1,0,0,"FALSE"
"AC004241.2",1,0,0,"FALSE"
"AL109933.3",1,0,0,"FALSE"
"AC093512.1",1,0,0,"FALSE"
"AL627230.2",1,0,0,"FALSE"
"RF00635",1,0,0,"FALSE"
"AC116447.1",1,0,0,"FALSE"
"AL390240.1",1,0,0,"FALSE"
"AL139384.1",1,0,0,"FALSE"
"AC005296.1",1,0,0,"FALSE"
"ZKSCAN2.DT",1,0,0,"FALSE"
"AC239859.5",1,0,0,"FALSE"
"KRT89P",1,0,0,"FALSE"
"AL157813.1",1,0,0,"FALSE"
"AC105227.2",1,0,0,"FALSE"
"MIR7150",1,0,0,"FALSE"
"TBC1D3I",1,0,0,"FALSE"
"RF02176",1,0,0,"FALSE"
"AC090826.2",1,0,0,"FALSE"
"MIR8083",1,0,0,"FALSE"
"AC079684.1",1,0,0,"FALSE"
"GJA9.MYCBP",1,0,0,"FALSE"
"AL109804.1",1,0,0,"FALSE"
"AC090971.5",1,0,0,"FALSE"
"NKAIN3.IT1",1,0,0,"FALSE"
"SPDYE13P",1,0,0,"FALSE"
"TEX28P1",1,0,0,"FALSE"
"RN7SL600P",1,0,0,"FALSE"
"AC026356.1",1,0,0,"FALSE"
"AC019322.3",1,0,0,"FALSE"
"RF00019.736",1,0,0,"FALSE"
"MIR6771",1,0,0,"FALSE"
"AC013470.4",1,0,0,"FALSE"
"BSNDP2",1,0,0,"FALSE"
"MIR6735",1,0,0,"FALSE"
"AC087588.2",1,0,0,"FALSE"
"AC011298.2",1,0,0,"FALSE"
"RNU11",1,0,0,"FALSE"
"AC020656.2",1,0,0,"FALSE"
"RF00019.737",1,0,0,"FALSE"
"PTCHD3P1",1,0,0,"FALSE"
"MIR6750",1,0,0,"FALSE"
"AC092794.1",1,0,0,"FALSE"
"MIR6876",1,0,0,"FALSE"
"AC254629.1",1,0,0,"FALSE"
"MIR8056",1,0,0,"FALSE"
"AC013564.1",1,0,0,"FALSE"
"AC006449.1",1,0,0.0324825986078886,"FALSE"
"HIST1H2AH",1,0,0,"FALSE"
"SNORA17A",1,0,0,"FALSE"
"MIR8052",1,0,0,"FALSE"
"RF02271.8",1,0,0,"FALSE"
"AL352984.2",1,0,0,"FALSE"
"ZNF280B",1,0,0,"FALSE"
"AL354950.1",1,0,0,"FALSE"
"RF00019.738",1,0,0,"FALSE"
"AC129492.6",1,0,0,"FALSE"
"AC011476.8",1,0,0,"FALSE"
"RN7SL166P",1,0,0,"FALSE"
"AL353149.1",1,0,0,"FALSE"
"AC015574.1",1,0,0,"FALSE"
"AL353748.2",1,0,0,"FALSE"
"MIR6753",1,0,0,"FALSE"
"MLLT6",1,0,0,"FALSE"
"AC005383.1",1,0,0,"FALSE"
"AC002401.3",1,0,0,"FALSE"
"GXYLT1P4",1,0,0,"FALSE"
"HMGB1P24",1,0,0,"FALSE"
"RNU6.538P",1,0,0,"FALSE"
"RF02192",1,0,0,"FALSE"
"TP53TG3E",1,0,0,"FALSE"
"MIR8086",1,0,0,"FALSE"
"AC091980.2",1,0,0,"FALSE"
"AC009159.1",1,0,0,"FALSE"
"RF00017.55",1,0,0,"FALSE"
"SNORD25",1,0,0,"FALSE"
"AL603755.1",1,0,0,"FALSE"
"BSNDP1",1,0,0,"FALSE"
"PPP4R3B",1,0,0,"FALSE"
"RF02183",1,0,0,"FALSE"
"AC011468.5",1,0,0,"FALSE"
"AC020663.3",1,0,0,"FALSE"
"PPP1R26P3",1,0,0,"FALSE"
"AC122133.1",1,0,0,"FALSE"
"AC239860.1",1,0,0,"FALSE"
"SYNRG",1,0,0,"FALSE"
"MIR6825",1,0,0,"FALSE"
"RF00026.1",1,0,0,"FALSE"
"RF02131",1,0,0,"FALSE"
"RF00017.56",1,0,0,"FALSE"
"RF02271.9",1,0,0,"FALSE"
"SNORD50B",1,0,0,"FALSE"
"NUDT18",1,0,0,"FALSE"
"AC244015.1",1,0,0,"FALSE"
"AC090093.1",1,0,0,"FALSE"
"SNORD91B",1,0,0,"FALSE"
"AC026469.1",1,0,0,"FALSE"
"RN7SL296P",1,0,0,"FALSE"
"AC022098.4",1,0,0,"FALSE"
"AL031710.2",1,0,0,"FALSE"
"AC079395.3",1,0,0,"FALSE"
"AC024940.5",1,0,0,"FALSE"
"MIR6766",1,0,0,"FALSE"
"AF117829.2",1,0,0,"FALSE"
"AC025594.2",1,0,0,"FALSE"
"MIR6782",1,0,0,"FALSE"
"RF00066.2",1,0,0,"FALSE"
"MIR6504",1,0,0,"FALSE"
"MIR6087",1,0,0,"FALSE"
"ZNF2",1,0,0,"FALSE"
"GAGE2E",1,0,0,"FALSE"
"AC067904.3",1,0,0,"FALSE"
"AC244131.2",1,0,0,"FALSE"
"AC048382.5",1,0,0,"FALSE"
"AC211486.4",1,0,0,"FALSE"
"HIST1H4L",1,0,0,"FALSE"
"SNORD116.22",1,0,0,"FALSE"
"RN7SL203P",1,0,0,"FALSE"
"AC243994.1",1,0,0,"FALSE"
"AL592227.1",1,0,0,"FALSE"
"AC241952.1",1,0,0,"FALSE"
"RN7SL663P",1,0,0,"FALSE"
"RF02146",1,0,0,"FALSE"
"AL357080.1",1,0,0,"FALSE"
"AL133492.1",1,0,0,"FALSE"
"SEC22B3",1,0,0,"FALSE"
"MIR6888",1,0,0,"FALSE"
"SCARNA16",1,0,0,"FALSE"
"SNX18P5",1,0,0,"FALSE"
"RF00494.3",1,0,0,"FALSE"
"CCL16",1,0,0,"FALSE"
"RF00012.46",1,0,0,"FALSE"
"AC027348.1",1,0,0,"FALSE"
"AC068134.4",1,0,0,"FALSE"
"TRBV12.5",1,0,0,"FALSE"
"AL354718.1",1,0,0,"FALSE"
"RF01928",1,0,0,"FALSE"
"AC005391.1",1,0,0,"FALSE"
"AC117457.1",1,0,0,"FALSE"
"MIR6814",1,0,0,"FALSE"
"MIR6815",1,0,0,"FALSE"
"FRG2MP",1,0,0,"FALSE"
"AC243571.1",1,0,0,"FALSE"
"RF00026.2",1,0,0,"FALSE"
"AC106028.5",1,0,0,"FALSE"
"AC018529.1",1,0,0,"FALSE"
"AL118508.2",1,0,0,"FALSE"
"AC048341.2",1,0,0,"FALSE"
"LENG9",1,0,0,"FALSE"
"AC130324.3",1,0,0,"FALSE"
"AC018445.1",1,0,0,"FALSE"
"AC007497.1",1,0,0,"FALSE"
"AC004467.1",1,0,0,"FALSE"
"AC092794.2",1,0,0,"FALSE"
"AL512791.2",1,0,0,"FALSE"
"AC074140.1",1,0,0,"FALSE"
"AL161421.1",1,0,0,"FALSE"
"AL353997.5",1,0,0,"FALSE"
"MIR6740",1,0,0,"FALSE"
"MIR6745",1,0,0.00882028665931643,"FALSE"
"AC245884.11",1,0,0,"FALSE"
"AC005186.1",1,0,0,"FALSE"
"RF00017.57",1,0,0,"FALSE"
"RNA5.8SN2",1,0,0,"FALSE"
"AL161431.1",1,0,0,"FALSE"
"RF00004.7",1,0,0,"FALSE"
"HIST1H2AK",1,0,0,"FALSE"
"RF00017.58",1,0,0,"FALSE"
"AL121906.2",1,0,0,"FALSE"
"LINC00547",1,0,0,"FALSE"
"RF02271.10",1,0,0,"FALSE"
"AC024257.5",1,0,0,"FALSE"
"RNU1.68P",1,0,0,"FALSE"
"RN7SL544P",1,0,0,"FALSE"
"RF01965",1,0,0,"FALSE"
"AC073578.2",1,0,0,"FALSE"
"AC010503.4",1,0,0.00214132762312634,"FALSE"
"AC009120.5",1,0,0,"FALSE"
"MIR4734",1,0,0,"FALSE"
"FAM242F",1,0,0,"FALSE"
"TRBV16",1,0,0,"FALSE"
"AL355810.1",1,0,0,"FALSE"
"AC093913.1",1,0,0,"FALSE"
"RF02121",1,0,0,"FALSE"
"MRPS31P1",1,0,0,"FALSE"
"MIR6511A1",1,0,0,"FALSE"
"AC135048.3",1,0,0,"FALSE"
"AC127002.1",1,0,0,"FALSE"
"RF01972",1,0,0,"FALSE"
"RF00066.3",1,0,0,"FALSE"
"MIR6780A",1,0,0,"FALSE"
"AC012150.2",1,0,0,"FALSE"
"AC007274.3",1,0,0,"FALSE"
"AL391095.2",1,0,0,"FALSE"
"AC025253.1",1,0,0,"FALSE"
"RF00017.59",1,0,0,"FALSE"
"RF00003.8",1,0,0,"FALSE"
"RF00017.60",1,0,0,"FALSE"
"LINC02340",1,0,0,"FALSE"
"AC073968.1",1,0,0,"FALSE"
"AC241377.1",1,0,0,"FALSE"
"AL162731.1",1,0,0,"FALSE"
"CCL4",1,0,0,"FALSE"
"RNA5SP528",1,0,0,"FALSE"
"RF01892",1,0,0,"FALSE"
"AC006158.1",1,0,0,"FALSE"
"AL512324.1",1,0,0,"FALSE"
"AC006924.1",1,0,0,"FALSE"
"AC141273.3",1,0,0,"FALSE"
"AL136981.2",1,0,0,"FALSE"
"RF00017.61",1,0,0,"FALSE"
"Z95327.2",1,0,0,"FALSE"
"AC103746.1",1,0,0,"FALSE"
"PDCD6IPP1",1,0,0,"FALSE"
"AL354950.2",1,0,0,"FALSE"
"SPDYE19P",1,0,0,"FALSE"
"AL138781.2",1,0,0,"FALSE"
"AC103691.2",1,0,0,"FALSE"
"MIR5787",1,0,0,"FALSE"
"MIR8088",1,0,0,"FALSE"
"RN7SL680P",1,0,0,"FALSE"
"Z99129.1",1,0,0,"FALSE"
"FGD5P1",1,0,0,"FALSE"
"PRAG1",1,0,0.00214132762312634,"FALSE"
"AC010999.1",1,0,0,"FALSE"
"MIR6503",1,0,0,"FALSE"
"AC091167.5",1,0,0,"FALSE"
"AC096861.1",1,0,0,"FALSE"
"AL513479.1",1,0,0,"FALSE"
"AC006335.3",1,0,0,"FALSE"
"RF00017.62",1,0,0,"FALSE"
"C7orf77",1,0,0.00107411385606874,"FALSE"
"AL080312.2",1,0,0,"FALSE"
"RF02179",1,0,0,"FALSE"
"MIR6868",1,0,0,"FALSE"
"AC245517.5",1,0,0,"FALSE"
"RF00017.63",1,0,0,"FALSE"
"AC100757.3",1,0,0,"FALSE"
"AC092111.1",1,0,0,"FALSE"
"AC012645.4",1,0,0,"FALSE"
"RF01984",1,0,0,"FALSE"
"MIR6124",1,0,0,"FALSE"
"AC113385.3",1,0,0,"FALSE"
"MIR1299",1,0,0,"FALSE"
"HIST1H3I",1,0,0,"FALSE"
"AC019206.1",1,0,0,"FALSE"
"AC126773.4",1,0,0,"FALSE"
"CCL18",1,0,0,"FALSE"
"AC105081.1",1,0,0,"FALSE"
"AL049732.1",1,0,0,"FALSE"
"AC068790.9",1,0,0,"FALSE"
"AL353626.1",1,0,0,"FALSE"
"MIR6770.3",1,0,0,"FALSE"
"AL445493.3",1,0,0,"FALSE"
"AC018695.6",1,0,0,"FALSE"
"FCGBP",1,0,0,"FALSE"
"AC006001.4",1,0,0,"FALSE"
"AL391095.3",1,0,0.00212314225053079,"FALSE"
"AL359742.1",1,0,0,"FALSE"
"AC026367.2",1,0,0,"FALSE"
"HNF1B",1,0,0,"FALSE"
"MIR6882",1,0,0,"FALSE"
"AC002553.2",1,0,0,"FALSE"
"RF02271.11",1,0,0,"FALSE"
"AC068726.1",1,0,0,"FALSE"
"AC104971.3",1,0,0,"FALSE"
"AL357075.2",1,0,0,"FALSE"
"AC092650.2",1,0,0,"FALSE"
"AC253576.2",1,0,0,"FALSE"
"AF067845.2",1,0,0,"FALSE"
"MIR6862.1",1,0,0,"FALSE"
"AC244100.2",1,0,0,"FALSE"
"AC022149.2",1,0,0,"FALSE"
"AL121832.3",1,0,0,"FALSE"
"AL031008.1",1,0,0,"FALSE"
"AC020765.2",1,0,0,"FALSE"
"AC012409.2",1,0,0,"FALSE"
"AC092119.3",1,0,0,"FALSE"
"AC027506.1",1,0,0,"FALSE"
"MIR6859.3",1,0,0,"FALSE"
"AL845472.1",1,0,0,"FALSE"
"MIR6085",1,0,0,"FALSE"
"MIR548O2",1,0,0,"FALSE"
"AC105020.6",1,0,0,"FALSE"
"MIR7852",1,0,0,"FALSE"
"AL117332.1",1,0,0,"FALSE"
"MIR6809",1,0,0,"FALSE"
"RF00017.64",1,0,0,"FALSE"
"AC084768.2",1,0,0,"FALSE"
"FP565260.1",1,0,0,"FALSE"
"AL449403.2",1,0,0,"FALSE"
"AC083806.3",1,0,0,"FALSE"
"AC004678.1",1,0,0,"FALSE"
"MIR6130",1,0,0,"FALSE"
"IGHV3.54",1,0,0,"FALSE"
"AC009318.4",1,0,0,"FALSE"
"AC087741.2",1,0,0,"FALSE"
"AC131055.2",1,0,0,"FALSE"
"AC025031.4",1,0,0,"FALSE"
"AP003419.3",1,0,0,"FALSE"
"AL512652.1",1,0,0,"FALSE"
"AC023509.5",1,0,0,"FALSE"
"C17orf98",1,0,0,"FALSE"
"AC233263.2",1,0,0,"FALSE"
"LINC01730",1,0,0,"FALSE"
"FAM27D1",1,0,0,"FALSE"
"AC133552.5",1,0,0,"FALSE"
"CU633906.1",1,0,0,"FALSE"
"AC009237.17",1,0,0,"FALSE"
"RF02091.1",1,0,0,"FALSE"
"AL355994.5",1,0,0,"FALSE"
"RF00066.4",1,0,0,"FALSE"
"AC010378.1",1,0,0,"FALSE"
"AL109620.1",1,0,0,"FALSE"
"AC007998.4",1,0,0,"FALSE"
"AC012676.2",1,0,0,"FALSE"
"AC100791.3",1,0,0,"FALSE"
"MIR6718",1,0,0,"FALSE"
"MIR6804",1,0,0,"FALSE"
"FAM236A",1,0,0,"FALSE"
"MIR6508",1,0,0,"FALSE"
"SNORD115.26",1,0,0,"FALSE"
"AC100835.2",1,0,0,"FALSE"
"SNORD116.4",1,0,0,"FALSE"
"AC006449.2",1,0,0,"FALSE"
"RNVU1.19",1,0,0,"FALSE"
"AC011477.7",1,0,0,"FALSE"
"AC027601.3",1,0,0,"FALSE"
"AC010632.3",1,0,0,"FALSE"
"STPG3.AS1",1,0,0,"FALSE"
"AL096712.1",1,0,0,"FALSE"
"AC243965.2",1,0,0,"FALSE"
"ELOA3C",1,0,0,"FALSE"
"AC242842.1",1,0,0,"FALSE"
"RN7SKP175",1,0,0,"FALSE"
"RF02110.1",1,0,0,"FALSE"
"AC008115.3",1,0,0,"FALSE"
"AC104763.3",1,0,0,"FALSE"
"AL929601.3",1,0,0,"FALSE"
"AC008250.2",1,0,0,"FALSE"
"AL355073.2",1,0,0,"FALSE"
"GRIFIN",1,0,0,"FALSE"
"AL049539.1",1,0,0,"FALSE"
"AC007742.2",1,0,0,"FALSE"
"AC022306.2",1,0,0,"FALSE"
"AL031670.1",1,0,0,"FALSE"
"AC241377.2",1,0,0,"FALSE"
"RF00017.65",1,0,0,"FALSE"
"RN7SL341P",1,0,0,"FALSE"
"RF01905",1,0,0,"FALSE"
"XKR5",1,0,0,"FALSE"
"VN1R7P",1,0,0,"FALSE"
"AC108479.2",1,0,0,"FALSE"
"AP000484.1",1,0,0,"FALSE"
"AC011330.2",1,0,0,"FALSE"
"AC135507.2",1,0,0,"FALSE"
"AP000346.3",1,0,0,"FALSE"
"DUX4L21",1,0,0.00107066381156317,"FALSE"
"AC104237.2",1,0,0,"FALSE"
"AC243830.1",1,0,0,"FALSE"
"AL627230.3",1,0,0,"FALSE"
"RF00004.8",1,0,0,"FALSE"
"FLJ16779",1,0,0,"FALSE"
"RF02123",1,0,0,"FALSE"
"AL590491.1",1,0,0,"FALSE"
"AC004816.2",1,0,0,"FALSE"
"RF00003.9",1,0,0,"FALSE"
"AL035461.2",1,0,0,"FALSE"
"RF02160",1,0,0,"FALSE"
"RF00066.5",1,0,0,"FALSE"
"AC021755.3",1,0,0,"FALSE"
"AC011939.3",1,0,0,"FALSE"
"MIR6793",1,0,0.0156774916013438,"FALSE"
"RF00017.66",1,0,0,"FALSE"
"RBM22P6",1,0,0,"FALSE"
"AC068338.3",1,0,0,"FALSE"
"RF02174",1,0,0,"FALSE"
"AC093783.1",1,0,0,"FALSE"
"AL445584.2",1,0,0,"FALSE"
"MIR6851",1,0,0,"FALSE"
"MIR6796",1,0,0,"FALSE"
"AC138894.4",1,0,0,"FALSE"
"RN7SL313P",1,0,0,"FALSE"
"RF02171.1",1,0,0,"FALSE"
"SNORD112",1,0,0,"FALSE"
"HIST1H4G",1,0,0,"FALSE"
"RF01518.3",1,0,0,"FALSE"
"AC006449.3",1,0,0,"FALSE"
"RF01946",1,0,0,"FALSE"
"MIR6839",1,0,0,"FALSE"
"MIR6744",1,0,0,"FALSE"
"MIR8076",1,0,0,"FALSE"
"AC025580.3",1,0,0,"FALSE"
"AC091167.6",1,0,0,"FALSE"
"AL161931.1",1,0,0,"FALSE"
"BX005040.1",1,0,0,"FALSE"
"AL133320.1",1,0,0,"FALSE"
"RF00017.67",1,0,0,"FALSE"
"U73479.1",1,0,0,"FALSE"
"CCL15.CCL14",1,0,0,"FALSE"
"RF02116",1,0,0,"FALSE"
"MT1IP",1,0,0,"FALSE"
"MIR6724.4",1,0,0,"FALSE"
"RF02116.1",1,0,0,"FALSE"
"UBE2Q2P6",1,0,0,"FALSE"
"RF00017.68",1,0,0,"FALSE"
"U47924.3",1,0,0,"FALSE"
"MIR3648.1",1,0,0,"FALSE"
"AC090527.3",1,0,0,"FALSE"
"AC007485.1",1,0,0,"FALSE"
"MIR6795",1,0,0,"FALSE"
"HIST1H2BH",1,0,0,"FALSE"
"HIST1H3A",1,0,0,"FALSE"
"AL080285.2",1,0,0,"FALSE"
"CCL15",1,0,0,"FALSE"
"AC008622.2",1,0,0,"FALSE"
"AC243830.2",1,0,0,"FALSE"
"LYZL6",1,0,0,"FALSE"
"AC104010.1",1,0,0,"FALSE"
"MIR6088",1,0,0,"FALSE"
"AL049794.2",1,0,0,"FALSE"
"AC092266.1",1,0,0,"FALSE"
"AC010538.1",1,0,0,"FALSE"
"AC091959.3",1,0,0,"FALSE"
"AL162497.1",1,0,0,"FALSE"
"TRBV14",1,0,0,"FALSE"
"RF00019.739",1,0,0,"FALSE"
"IGHV3.79",1,0,0,"FALSE"
"AL354751.3",1,0,0,"FALSE"
"AC026367.3",1,0,0,"FALSE"
"C18orf65",1,0,0,"FALSE"
"AC092747.4",1,0,0,"FALSE"
"AC091982.3",1,0,0,"FALSE"
"AC244015.2",1,0,0,"FALSE"
"SLC2AXP1",1,0,0,"FALSE"
"AC068792.1",1,0,0,"FALSE"
"MIR6505",1,0,0,"FALSE"
"OR4G6P",1,0,0,"FALSE"
"AC244157.2",1,0,0,"FALSE"
"AL590227.1",1,0,0,"FALSE"
"HNRNPCL2",1,0,0,"FALSE"
"RN7SL185P",1,0,0,"FALSE"
"PRH1.PRR4",1,0,0,"FALSE"
"AC015914.2",1,0,0,"FALSE"
"OR7G15P",1,0,0,"FALSE"
"RF00017.69",1,0,0,"FALSE"
"MIR8064",1,0,0,"FALSE"
"TRBV10.3",1,0,0,"FALSE"
"AP001059.2",1,0,0,"FALSE"
"EIF5P2",1,0,0,"FALSE"
"AL121985.3",1,0,0,"FALSE"
"RN7SL736P",1,0,0,"FALSE"
"AC090206.1",1,0,0,"FALSE"
"AC145285.6",1,0,0,"FALSE"
"RF00017.70",1,0,0,"FALSE"
"MIR8082",1,0,0,"FALSE"
"HTR1DP1",1,0,0,"FALSE"
"AL121829.2",1,0,0.00433839479392625,"FALSE"
"MIR6500",1,0,0,"FALSE"
"MIR6818",1,0,0,"FALSE"
"RF02107.1",1,0,0,"FALSE"
"AC093909.5",1,0,0,"FALSE"
"AC021506.2",1,0,0,"FALSE"
"AC134879.3",1,0,0,"FALSE"
"AL355974.2",1,0,0,"FALSE"
"ARHGAP23",1,0,0,"FALSE"
"AC073107.2",1,0,0,"FALSE"
"AC084368.1",1,0,0,"FALSE"
"TUBGCP5",1,0,0,"FALSE"
"MIR6068",1,0,0,"FALSE"
"AC243654.2",1,0,0,"FALSE"
"RF00017.71",1,0,0,"FALSE"
"MIR941.5",1,0,0,"FALSE"
"AL513548.3",1,0,0,"FALSE"
"AC005912.2",1,0,0,"FALSE"
"LINC01742",1,0,0,"FALSE"
"RF00017.72",1,0,0,"FALSE"
"AC084824.4",1,0,0,"FALSE"
"RF02219.1",1,0,0,"FALSE"
"AC009133.4",1,0,0,"FALSE"
"MIR6720",1,0,0,"FALSE"
"AC005702.4",1,0,0,"FALSE"
"AC008622.3",1,0,0,"FALSE"
"MIR7975",1,0,0,"FALSE"
"AC016991.1",1,0,0,"FALSE"
"MIR8054",1,0,0,"FALSE"
"AC131025.2",1,0,0,"FALSE"
"PICSAR",1,0,0,"FALSE"
"AC091812.3",1,0,0,"FALSE"
"RF00002",1,0,0,"FALSE"
"RN7SL43P",1,0,0,"FALSE"
"AL139385.1",1,0,0,"FALSE"
"RF00017.73",1,0,0,"FALSE"
"IKBKGP1",1,0,0,"FALSE"
"AC132872.3",1,0,0,"FALSE"
"AL021578.1",1,0,0,"FALSE"
"U2AF1L5",1,0,0,"FALSE"
"PRSS2",1,0,0,"FALSE"
"AC021491.4",1,0,0,"FALSE"
"AC125603.4",1,0,0,"FALSE"
"RF00012.47",1,0,0,"FALSE"
"RF00017.74",1,0,0,"FALSE"
"AC139530.3",1,0,0,"FALSE"
"RF00019.740",1,0,0,"FALSE"
"AP003789.1",1,0,0,"FALSE"
"NAPGP2",1,0,0,"FALSE"
"RF00618",1,0,0,"FALSE"
"RF00017.75",1,0,0,"FALSE"
"AC138932.5",1,0,0,"FALSE"
"RF02158",1,0,0,"FALSE"
"AL161420.1",1,0,0,"FALSE"
"AL160413.1",1,0,0,"FALSE"
"MIR6807",1,0,0,"FALSE"
"AC009152.1",1,0,0,"FALSE"
"REXO1L11P",1,0,0,"FALSE"
"AC068831.5",1,0,0,"FALSE"
"RF00019.741",1,0,0,"FALSE"
"RF00100.4",1,0,0,"FALSE"
"AC004263.1",1,0,0,"FALSE"
"RF02271.12",1,0,0,"FALSE"
"MRPL57P3",1,0,0,"FALSE"
"RF01876",1,0,0,"FALSE"
"AC244100.3",1,0,0,"FALSE"
"EIF3FP1",1,0,0,"FALSE"
"RF01684.1",1,0,0,"FALSE"
"MIR6724.1",1,0,0,"FALSE"
"AL359535.1",1,0,0,"FALSE"
"AC104446.1",1,0,0,"FALSE"
"RF02271.13",1,0,0,"FALSE"
"AC108467.2",1,0,0,"FALSE"
"RN7SL210P",1,0,0,"FALSE"
"AC008115.4",1,0,0,"FALSE"
"AL355001.2",1,0,0,"FALSE"
"AC091544.7",1,0,0,"FALSE"
"AC110285.6",1,0,0,"FALSE"
"MIR6880",1,0,0,"FALSE"
"RF02090",1,0,0,"FALSE"
"SPATA31A3",1,0,0,"FALSE"
"RF01967",1,0,0,"FALSE"
"RF00017.76",1,0,0,"FALSE"
"SPDYE11",1,0,0,"FALSE"
"RF00017.77",1,0,0,"FALSE"
"AL390882.1",1,0,0,"FALSE"
"AC018816.2",1,0,0,"FALSE"
"RF00019.742",1,0,0,"FALSE"
"AL442128.1",1,0,0,"FALSE"
"RN7SL327P",1,0,0,"FALSE"
"SIK1B",1,0,0,"FALSE"
"SNORA24",1,0,0,"FALSE"
"AC109809.1",1,0,0,"FALSE"
"SNORD27",1,0,0,"FALSE"
"AC016292.2",1,0,0,"FALSE"
"RF00017.78",1,0,0,"FALSE"
"RF02115",1,0,0,"FALSE"
"REXO1L12P",1,0,0,"FALSE"
"AC079414.3",1,0,0,"FALSE"
"AL160153.1",1,0,0.00213219616204691,"FALSE"
"RN7SL301P",1,0,0,"FALSE"
"RF01950",1,0,0,"FALSE"
"RF02101",1,0,0,"FALSE"
"DUSP14",1,0,0,"FALSE"
"AL031665.2",1,0,0,"FALSE"
"RNU12",1,0,0,"FALSE"
"MIR4477A",1,0,0,"FALSE"
"AC073534.1",1,0,0,"FALSE"
"RN7SL197P",1,0,0,"FALSE"
"AL627230.4",1,0,0,"FALSE"
"RNA5SP440",1,0,0,"FALSE"
"AL353770.2",1,0,0,"FALSE"
"SPATA31A7",1,0,0.0108225108225108,"FALSE"
"UHRF1",1,0,0,"FALSE"
"ORAI1",1,0,0,"FALSE"
