"","pvalues","AMPLIFIED_DELETERIOUS/(AMPLIFIED_DELETERIOUS+AMPLIFIED_WT)","NON_AMPLIFIED_DELETERIOUS/(NON_AMPLIFIED_DELETERIOUS+NON_AMPLIFIED_WT)","contingency table frequencies (A,B,C,D)","tp_flags","Mutational_Freq","adjusted_pvalue"
"NLRP12",1,0,0.0126002290950745,"(NA,11,24,862)","TRUE","120/1036 (0.115830115830116)",1
"PRDM16",1,0,0.0105140186915888,"(NA,9,23,847)","TRUE","133/1044 (0.127394636015326)",1
"MYOM3",1,0,0.0113765642775882,"(NA,10,25,869)","TRUE","105/1026 (0.10233918128655)",1
"DMRTB1",1,0,0.00561797752808989,"(NA,5,24,885)","TRUE","127/1055 (0.120379146919431)",1
"CELSR2",1,0,0.0228091236494598,"(NA,19,24,814)","TRUE","214/1119 (0.19124218051832)",1
"CGN",1,0,0.0170068027210884,"(NA,15,23,867)","TRUE","102/1020 (0.1)",1
"FLG",1,0.0454545454545455,0.0562587904360056,"(1,40,21,671)","TRUE","543/1343 (0.404318689501117)",1
"CEP170",1,0,0.0263761467889908,"(NA,23,24,849)","TRUE","135/1053 (0.128205128205128)",1
"CDC42BPA",1,0.0384615384615385,0.0422857142857143,"(1,37,25,838)","TRUE","142/1042 (0.136276391554703)",1
"MYH15",1,0,0.0259128386336867,"(NA,22,25,827)","TRUE","179/1075 (0.166511627906977)",1
"CDH18",1,0,0.0216647662485747,"(NA,19,25,858)","TRUE","130/1050 (0.123809523809524)",1
"MYO10",1,0.0416666666666667,0.0424528301886792,"(1,36,23,812)","TRUE","189/1084 (0.174354243542435)",1
"ANKRD31",1,0,0.0222965440356745,"(NA,20,24,877)","TRUE","117/1043 (0.112176414189837)",1
"PPIP5K2",1,0,0.0320796460176991,"(NA,29,25,875)","TRUE","107/1033 (0.103581800580833)",1
"DAAM2",1,0,0.0184757505773672,"(NA,16,22,850)","TRUE","117/1036 (0.112934362934363)",1
"SHPRH",1,0.0384615384615385,0.0454029511918275,"(1,40,25,841)","TRUE","130/1041 (0.124879923150817)",1
"SDK1",1,0,0.0291970802919708,"(NA,24,22,798)","TRUE","244/1138 (0.214411247803163)",1
"FRMPD3",1,0,0.0102156640181612,"(NA,9,23,872)","TRUE","118/1039 (0.113570741097209)",1
"ZNF462",1,0,0.0201660735468565,"(NA,17,22,826)","TRUE","187/1094 (0.170932358318099)",1
"MKI67",1,0.0434782608695652,0.0413122721749696,"(1,34,22,789)","TRUE","243/1122 (0.216577540106952)",1
"TNKS1BP1",1,0,0.0172018348623853,"(NA,15,21,857)","TRUE","125/1029 (0.121477162293489)",1
"TENM4",1,0,0.0244498777506112,"(NA,20,20,798)","TRUE","247/1134 (0.217813051146384)",1
"CNTN5",1,0,0.022093023255814,"(NA,19,23,841)","TRUE","162/1062 (0.152542372881356)",1
"CDH8",1,0,0.0219653179190751,"(NA,19,22,846)","TRUE","152/1061 (0.143261074458058)",1
"DLG2",1,0,0.0248306997742664,"(NA,22,23,864)","TRUE","127/1046 (0.121414913957935)",1
"DOCK1",1,0,0.0196987253765933,"(NA,17,21,846)","TRUE","134/1043 (0.128475551294343)",1
"FREM2",1,0,0.0255474452554745,"(NA,21,24,801)","TRUE","236/1125 (0.209777777777778)",1
"ITPR1",1,0,0.0245901639344262,"(NA,21,23,833)","TRUE","205/1128 (0.181737588652482)",1
"DIP2C",1,0,0.0196987253765933,"(NA,17,24,846)","TRUE","138/1051 (0.131303520456708)",1
"TMEM132D",1,0.04,0.0522133938706016,"(1,46,24,835)","TRUE","175/1084 (0.161439114391144)",1
"UTRN",1,0.0434782608695652,0.0464285714285714,"(1,39,22,801)","TRUE","227/1110 (0.204504504504504)",1
"GRM1",1,0,0.0315052508751459,"(NA,27,24,830)","TRUE","164/1067 (0.153701968134958)",1
"CNTNAP4",1,0,0.0209545983701979,"(NA,18,23,841)","TRUE","173/1073 (0.161230195712954)",1
"RANBP2",1,0,0.0234278668310728,"(NA,19,20,792)","TRUE","248/1133 (0.218887908208297)",1
"AHCTF1",1,0,0.0252873563218391,"(NA,22,22,848)","TRUE","136/1047 (0.129894937917861)",1
"SCN3A",1,0.04,0.0447058823529412,"(1,38,24,812)","TRUE","191/1085 (0.176036866359447)",1
"TRAPPC8",1,0,0.0216400911161731,"(NA,19,25,859)","TRUE","109/1036 (0.105212355212355)",1
"ROBO3",1,0,0.020293122886133,"(NA,18,25,869)","TRUE","117/1044 (0.112068965517241)",1
"LRRK1",1,0,0.0332187857961054,"(NA,29,23,844)","TRUE","167/1083 (0.154201292705448)",1
"ABCA9",1,0,0.0285714285714286,"(NA,25,26,850)","TRUE","150/1062 (0.141242937853107)",1
"ABCA5",1,0.0416666666666667,0.0448430493273543,"(1,40,23,852)","TRUE","150/1066 (0.140712945590994)",1
"MIA3",1,0,0.0251716247139588,"(NA,22,24,852)","TRUE","119/1029 (0.115646258503401)",1
"TMPRSS15",1,0,0.0135746606334842,"(NA,12,25,872)","TRUE","121/1039 (0.116458132820019)",1
"CNTNAP5",1,0,0.0322966507177034,"(NA,27,22,809)","TRUE","234/1116 (0.209677419354839)",1
"MAGEC1",1,0,0.014722536806342,"(NA,13,24,870)","TRUE","127/1047 (0.121298949379179)",1
"GRIA1",1,0,0.0147895335608646,"(NA,13,25,866)","TRUE","123/1043 (0.117929050814957)",1
"SCAF4",1,0.04,0.0699223085460599,"(1,63,24,838)","TRUE","131/1046 (0.125239005736138)",1
"ITGAD",1,0,0.0334101382488479,"(NA,29,25,839)","TRUE","119/1024 (0.1162109375)",1
"ZFYVE9",1,0,0.0112233445566779,"(NA,10,25,881)","TRUE","104/1038 (0.10019267822736)",1
"HYDIN",1,0,0.0353227771010962,"(NA,29,21,792)","TRUE","265/1150 (0.230434782608696)",1
"DGKI",1,0,0.0236220472440945,"(NA,21,24,868)","TRUE","116/1036 (0.111969111969112)",1
"XDH",1,0,0.0233100233100233,"(NA,20,22,838)","TRUE","153/1057 (0.144749290444655)",1
"PPP1R9A",1,0,0.0170068027210884,"(NA,15,23,867)","TRUE","123/1038 (0.11849710982659)",1
"UBR1",1,0,0.0261363636363636,"(NA,23,25,857)","TRUE","111/1027 (0.108081791626095)",1
"KALRN",1,0,0.0427872860635697,"(NA,35,22,783)","TRUE","255/1123 (0.227070347284061)",1
"MCM3AP",1,0,0.0261958997722096,"(NA,23,25,855)","TRUE","150/1078 (0.139146567717996)",1
"DIP2A",1,0,0.00811123986095017,"(NA,7,25,856)","TRUE","125/1047 (0.119388729703916)",1
"LRP5",1,0,0.00468384074941452,"(NA,4,24,850)","TRUE","138/1047 (0.131805157593123)",1
"MEGF6",1,0,0.0306818181818182,"(NA,27,24,853)","TRUE","110/1027 (0.107108081791626)",1
"BRINP3",1,0,0.0335260115606936,"(NA,29,25,836)","TRUE","162/1058 (0.153119092627599)",1
"TDRD5",1,0,0.0214446952595937,"(NA,19,25,867)","TRUE","111/1026 (0.108187134502924)",1
"XIRP2",1,0.05,0.06875,"(1,55,19,745)","TRUE","398/1254 (0.317384370015949)",1
"RPRD2",1,0,0.0294784580498866,"(NA,26,25,856)","TRUE","111/1031 (0.107662463627546)",1
"NFASC",1,0.04,0.0375,"(1,33,24,847)","TRUE","144/1059 (0.135977337110482)",1
"WDFY3",1,0,0.0336538461538462,"(NA,28,20,804)","TRUE","226/1105 (0.204524886877828)",1
"YEATS2",1,0,0.0157303370786517,"(NA,14,24,876)","TRUE","110/1030 (0.106796116504854)",1
"GRIK3",1,0,0.0172215843857635,"(NA,15,25,856)","TRUE","110/1025 (0.107317073170732)",1
"NIPBL",1,0.0869565217391304,0.0977011494252874,"(2,85,21,785)","TRUE","266/1166 (0.228130360205832)",1
"PRDM9",1,0,0.0267131242740999,"(NA,23,24,838)","TRUE","156/1065 (0.146478873239437)",1
"GRIK2",1,0,0.0345982142857143,"(NA,31,25,865)","TRUE","126/1052 (0.119771863117871)",1
"HCN1",1,0,0.0235017626321974,"(NA,20,24,831)","TRUE","169/1071 (0.157796451914099)",1
"KIAA1324L",1,0,0.0148063781321185,"(NA,13,24,865)","TRUE","116/1038 (0.111753371868979)",1
"DLC1",1,0,0.0195852534562212,"(NA,17,24,851)","TRUE","124/1027 (0.120740019474197)",1
"FREM1",1,0,0.0271546635182999,"(NA,23,23,824)","TRUE","180/1079 (0.166821130676552)",1
"BRWD3",1,0,0.0171037628278221,"(NA,15,25,862)","TRUE","122/1034 (0.117988394584139)",1
"INPPL1",1,0.0416666666666667,0.0502232142857143,"(1,45,23,851)","TRUE","132/1046 (0.126195028680688)",1
"EML5",1,0.0384615384615385,0.0370786516853933,"(1,33,25,857)","TRUE","133/1046 (0.127151051625239)",1
"A2ML1",1,0,0.0239179954441913,"(NA,21,25,857)","TRUE","125/1038 (0.120423892100193)",1
"KIF7",1,0,0.0252004581901489,"(NA,22,24,851)","TRUE","121/1035 (0.116908212560386)",1
"LOXHD1",1,0,0.0236127508854782,"(NA,20,25,827)","TRUE","187/1084 (0.172509225092251)",1
"PLIN4",1,0,0.00916380297823597,"(NA,8,25,865)","TRUE","104/1021 (0.101860920666014)",1
"EVPL",1,0,0.0210772833723653,"(NA,18,23,836)","TRUE","204/1105 (0.184615384615385)",1
"CASKIN1",1,0,0.0169300225733634,"(NA,15,24,871)","TRUE","108/1029 (0.104956268221574)",1
"ABCA3",1,0,0.00960384153661465,"(NA,8,23,825)","TRUE","145/1045 (0.138755980861244)",1
"TRANK1",1,0,0.0172215843857635,"(NA,15,24,856)","TRUE","172/1091 (0.157653528872594)",1
"XIRP1",1,0,0.00926998841251448,"(NA,8,25,855)","TRUE","127/1036 (0.122586872586873)",1
"SCN11A",1,0,0.0232828870779977,"(NA,20,25,839)","TRUE","173/1082 (0.159889094269871)",1
"TNXB",1,0,0.0403916768665851,"(NA,33,23,784)","TRUE","314/1199 (0.261884904086739)",1
"COL3A1",1,0,0.0273159144893112,"(NA,23,24,819)","TRUE","172/1057 (0.162724692526017)",1
"VWA3B",1,0,0.0170842824601367,"(NA,15,26,863)","TRUE","110/1022 (0.107632093933464)",1
"TET2",1,0,0.0289687137891078,"(NA,25,23,838)","TRUE","141/1040 (0.135576923076923)",1
"GRM5",1,0,0.0152046783625731,"(NA,13,25,842)","TRUE","113/1014 (0.111439842209073)",1
"COL4A3",1,0,0.0307867730900798,"(NA,27,25,850)","TRUE","125/1038 (0.120423892100193)",1
"ROR2",1,0,0.0184331797235023,"(NA,16,25,852)","TRUE","115/1025 (0.11219512195122)",1
"ARMC4",1,0,0.0359147025813693,"(NA,32,24,859)","TRUE","115/1032 (0.111434108527132)",1
"MN1",1,0,0.0237825594563986,"(NA,21,24,862)","TRUE","121/1049 (0.11534795042898)",1
"ZEB2",1,0.0416666666666667,0.0441176470588235,"(1,39,23,845)","TRUE","173/1088 (0.159007352941176)",1
"CTNND2",1,0,0.0166073546856465,"(NA,14,23,829)","TRUE","154/1050 (0.146666666666667)",1
"MUC17",1,0,0.0146276595744681,"(NA,11,18,741)","TRUE","414/1245 (0.332530120481928)",1
"ZFPM2",1,0,0.0117370892018779,"(NA,10,24,842)","TRUE","174/1075 (0.161860465116279)",1
"MYO7B",1,0,0.0153121319199058,"(NA,13,24,836)","TRUE","158/1065 (0.148356807511737)",1
"CHD3",1,0,0.0293453724604966,"(NA,26,24,860)","TRUE","131/1049 (0.124880838894185)",1
"CDC42BPG",1,0,0.0114285714285714,"(NA,10,26,865)","TRUE","123/1048 (0.11736641221374)",1
"KSR2",1,0,0.0233644859813084,"(NA,20,23,836)","TRUE","126/1029 (0.122448979591837)",1
"DSEL",1,0,0.0135746606334842,"(NA,12,24,872)","TRUE","110/1035 (0.106280193236715)",1
"ZNF318",1,0.0416666666666667,0.0389461626575029,"(1,34,23,839)","TRUE","173/1073 (0.161230195712954)",1
"KNDC1",1,0,0.013840830449827,"(NA,12,25,855)","TRUE","132/1042 (0.126679462571977)",1
"TLN2",1,0,0.0306603773584906,"(NA,26,23,822)","TRUE","194/1090 (0.177981651376147)",1
"LAMB2",1,0,0.0351473922902494,"(NA,31,26,851)","TRUE","156/1072 (0.145522388059701)",1
"ARPP21",1,0,0.0103448275862069,"(NA,9,23,861)","TRUE","103/1017 (0.101278269419862)",1
"RAPH1",1,0,0.032258064516129,"(NA,29,26,870)","TRUE","104/1031 (0.100872938894277)",1
"TOPAZ1",1,0,0.0125284738041002,"(NA,11,24,867)","TRUE","114/1032 (0.11046511627907)",1
"MGA",1,0.0416666666666667,0.0699300699300699,"(1,60,23,798)","TRUE","253/1152 (0.219618055555556)",1
"RALGAPA1",1,0,0.0336322869955157,"(NA,30,24,862)","TRUE","116/1042 (0.111324376199616)",1
"DENND4A",1,0,0.017162471395881,"(NA,15,25,859)","TRUE","112/1026 (0.10916179337232)",1
"ANKRD36C",1,0,0.0300578034682081,"(NA,26,24,839)","TRUE","149/1054 (0.141366223908918)",1
"KIAA1551",1,0,0.0194730813287514,"(NA,17,24,856)","TRUE","144/1060 (0.135849056603774)",1
"RTTN",1,0,0.0247058823529412,"(NA,21,23,829)","TRUE","165/1066 (0.154784240150094)",1
"MAP3K19",1,0,0.0159090909090909,"(NA,14,24,866)","TRUE","116/1038 (0.111753371868979)",1
"POLE",1,0,0.03125,"(NA,27,23,837)","TRUE","157/1062 (0.147834274952919)",1
"DSCAML1",1,0,0.0183823529411765,"(NA,15,25,801)","TRUE","210/1101 (0.190735694822888)",1
"C10orf71",1,0,0.0227272727272727,"(NA,20,24,860)","TRUE","122/1045 (0.116746411483254)",1
"CD163L1",1,0,0.0117924528301887,"(NA,10,22,838)","TRUE","151/1054 (0.14326375711575)",1
"TMTC2",1,0,0.0326209223847019,"(NA,29,23,860)","TRUE","105/1017 (0.103244837758112)",1
"DNHD1",1,0.0454545454545455,0.051497005988024,"(1,43,21,792)","TRUE","286/1182 (0.241962774957699)",1
"NLRP8",1,0,0.0115207373271889,"(NA,10,25,858)","TRUE","125/1042 (0.119961612284069)",1
"NLRP11",1,0,0.0135746606334842,"(NA,12,25,872)","TRUE","107/1031 (0.103782735208535)",1
"ANKRD30B",1,0,0.028604118993135,"(NA,25,23,849)","TRUE","150/1050 (0.142857142857143)",1
"SCRIB",1,0,0.0223529411764706,"(NA,19,23,831)","TRUE","173/1076 (0.160780669144981)",1
"POLR2A",1,0,0.0078740157480315,"(NA,7,26,882)","TRUE","105/1033 (0.101645692158761)",1
"AATK",1,0,0.00805523590333717,"(NA,7,25,862)","TRUE","113/1027 (0.110029211295034)",1
"UNC5C",1,0.0434782608695652,0.0464601769911504,"(1,42,22,862)","TRUE","109/1025 (0.106341463414634)",1
"NLRP10",1,0,0.00910125142207053,"(NA,8,23,871)","TRUE","105/1020 (0.102941176470588)",1
"TSHZ2",1,0,0.0148232611174458,"(NA,13,24,864)","TRUE","116/1035 (0.11207729468599)",1
"EP400",1,0,0.0331695331695332,"(NA,27,21,787)","TRUE","261/1137 (0.229551451187335)",1
"PRR14L",1,0,0.0240549828178694,"(NA,21,24,852)","TRUE","150/1063 (0.141110065851364)",1
"IQGAP3",1,0,0.0183066361556064,"(NA,16,23,858)","TRUE","122/1032 (0.118217054263566)",1
"DNAH2",1,0,0.0427872860635697,"(NA,35,21,783)","TRUE","303/1196 (0.253344481605351)",1
"KNTC1",1,0,0.0271186440677966,"(NA,24,25,861)","TRUE","107/1021 (0.104799216454456)",1
"JAG2",1,0,0.0242774566473988,"(NA,21,25,844)","TRUE","136/1049 (0.129647283126787)",1
"MUC6",1,0,0.0311778290993072,"(NA,27,24,839)","TRUE","162/1065 (0.152112676056338)",1
"ANKS1B",1,0,0.0191873589164786,"(NA,17,23,869)","TRUE","119/1052 (0.113117870722433)",1
"KIAA0825",1,0.0384615384615385,0.044296788482835,"(1,40,25,863)","TRUE","125/1042 (0.119961612284069)",1
"DNAH14",1,0,0.0379310344827586,"(NA,33,25,837)","TRUE","209/1106 (0.188969258589512)",1
"IRS2",1,0,0.0103567318757192,"(NA,9,24,860)","TRUE","116/1037 (0.111861137897782)",1
"SLITRK2",1,0,0.018058690744921,"(NA,16,24,870)","TRUE","108/1024 (0.10546875)",1
"ARHGAP30",1,0,0.0179171332586786,"(NA,16,24,877)","TRUE","107/1030 (0.103883495145631)",1
"MAGI2",1,0,0.0274914089347079,"(NA,24,24,849)","TRUE","147/1062 (0.138418079096045)",1
"IFT140",1,0,0.0069204152249135,"(NA,6,21,861)","TRUE","127/1045 (0.121531100478469)",1
"TET3",1,0,0.0208092485549133,"(NA,18,24,847)","TRUE","132/1042 (0.126679462571977)",1
"DNAH17",1,0,0.0409937888198758,"(NA,33,23,772)","TRUE","390/1265 (0.308300395256917)",1
"EYS",1,0.0434782608695652,0.0612745098039216,"(1,50,22,766)","TRUE","339/1198 (0.282971619365609)",1
"AGRN",1,0,0.0219907407407407,"(NA,19,26,845)","TRUE","167/1071 (0.155929038281979)",1
"FOCAD",1,0,0.00911161731207289,"(NA,8,26,870)","TRUE","105/1033 (0.101645692158761)",1
"RALGAPA2",1,0,0.0185614849187935,"(NA,16,24,846)","TRUE","145/1056 (0.137310606060606)",1
"RELN",1,0.0416666666666667,0.0618556701030928,"(1,48,23,728)","TRUE","374/1227 (0.30480847595762)",1
"FAM47B",1,0,0.005720823798627,"(NA,5,25,869)","TRUE","105/1022 (0.102739726027397)",1
"GREB1",1,0,0.0240825688073395,"(NA,21,23,851)","TRUE","139/1045 (0.133014354066986)",1
"GRM7",1,0,0.0205245153933865,"(NA,18,25,859)","TRUE","118/1031 (0.114451988360815)",1
"MYO18A",1,0,0.029171528588098,"(NA,25,26,832)","TRUE","172/1076 (0.159851301115242)",1
"COL27A1",1,0,0.0263761467889908,"(NA,23,21,849)","TRUE","153/1064 (0.143796992481203)",1
"FLNA",1,0,0.0245040840140023,"(NA,21,24,836)","TRUE","200/1121 (0.178412132024978)",1
"MYO5A",1,0,0.0239179954441913,"(NA,21,24,857)","TRUE","111/1028 (0.107976653696498)",1
"SIPA1L1",1,0.0416666666666667,0.0458715596330275,"(1,40,23,832)","TRUE","167/1061 (0.157398680490104)",1
"DNAH10",1,0.0476190476190476,0.0582403965303594,"(1,47,20,760)","TRUE","340/1217 (0.279375513557929)",1
"DLGAP2",1,0,0.00817757009345794,"(NA,7,23,849)","TRUE","127/1040 (0.122115384615385)",1
"HELZ",1,0,0.0170842824601367,"(NA,15,23,863)","TRUE","138/1057 (0.130558183538316)",1
"ITSN2",1,0,0.0224719101123595,"(NA,20,23,870)","TRUE","109/1027 (0.106134371957157)",1
"ZNF536",1,0,0.0192076830732293,"(NA,16,23,817)","TRUE","213/1108 (0.192238267148014)",1
"LPA",1,0,0.0184119677790564,"(NA,16,24,853)","TRUE","154/1060 (0.145283018867925)",1
"ABCA4",1,0,0.0171037628278221,"(NA,15,25,862)","TRUE","146/1064 (0.137218045112782)",1
"UNC13B",1,0,0.0150115473441109,"(NA,13,25,853)","TRUE","118/1028 (0.114785992217899)",1
"GRIN3A",1,0,0.0114285714285714,"(NA,10,23,865)","TRUE","115/1030 (0.111650485436893)",1
"MUC2",1,0,0.0204572803850782,"(NA,17,21,814)","TRUE","234/1132 (0.206713780918728)",1
"ZNF521",1,0,0.0115473441108545,"(NA,10,24,856)","TRUE","127/1043 (0.12176414189837)",1
"BRINP2",1,0,0.00687285223367698,"(NA,6,24,867)","TRUE","106/1024 (0.103515625)",1
"DENND4B",1,0,0.0203619909502262,"(NA,18,23,866)","TRUE","107/1024 (0.1044921875)",1
"DMD",1,0.0454545454545455,0.0646706586826347,"(1,54,21,781)","TRUE","342/1231 (0.277822908204712)",1
"RBM20",1,0,0.0134831460674157,"(NA,12,25,878)","TRUE","103/1028 (0.100194552529183)",1
"COL15A1",1,0,0.0197215777262181,"(NA,17,22,845)","TRUE","142/1046 (0.135755258126195)",1
"ZBTB10",1,0,0.0189309576837416,"(NA,17,23,881)","TRUE","103/1028 (0.100194552529183)",1
"TECPR1",1,0,0.0180790960451977,"(NA,16,25,869)","TRUE","108/1025 (0.105365853658537)",1
"SLCO6A1",1,0,0.0235955056179775,"(NA,21,24,869)","TRUE","109/1032 (0.10562015503876)",1
"ITSN1",1,0,0.028184892897407,"(NA,25,24,862)","TRUE","124/1051 (0.117982873453853)",1
"RAD51AP2",1,0,0.0191011235955056,"(NA,17,23,873)","TRUE","118/1041 (0.113352545629203)",1
"NEURL4",1,0,0.0183908045977011,"(NA,16,23,854)","TRUE","106/1021 (0.103819784524976)",1
"ZNF407",1,0,0.0127610208816705,"(NA,11,24,851)","TRUE","130/1046 (0.124282982791587)",1
"TDRD15",1,0,0.025414364640884,"(NA,23,25,882)","TRUE","106/1032 (0.102713178294574)",1
"KIF4B",1,0,0.0124716553287982,"(NA,11,24,871)","TRUE","118/1040 (0.113461538461538)",1
"MICAL3",1,0,0.0234466588511137,"(NA,20,23,833)","TRUE","154/1057 (0.145695364238411)",1
"FMN1",1,0,0.0214689265536723,"(NA,19,23,866)","TRUE","113/1033 (0.109390125847047)",1
"RTL1",1,0,0.0157303370786517,"(NA,14,24,876)","TRUE","114/1039 (0.109720885466795)",1
"MUC22",1,0,0.00113765642775882,"(NA,1,25,878)","TRUE","164/1083 (0.151431209602955)",1
"MYH4",1,0,0.0192307692307692,"(NA,16,24,816)","TRUE","200/1089 (0.183654729109275)",1
"GRIN2B",1,0,0.0127906976744186,"(NA,11,24,849)","TRUE","166/1076 (0.154275092936803)",1
"TPTE",1,0,0.0325960419091967,"(NA,28,20,831)","TRUE","212/1115 (0.190134529147982)",1
"ACACA",1,0,0.0260770975056689,"(NA,23,23,859)","TRUE","148/1059 (0.139754485363551)",1
"FOXC1",1,0,0.00223214285714286,"(NA,2,24,894)","TRUE","106/1039 (0.102021174205967)",1
"ZFAT",1,0,0.00804597701149425,"(NA,7,25,863)","TRUE","110/1030 (0.106796116504854)",1
"IQGAP1",1,0,0.018018018018018,"(NA,16,25,872)","TRUE","110/1032 (0.106589147286822)",1
"NLGN1",1,0,0.0113895216400911,"(NA,10,23,868)","TRUE","107/1022 (0.104696673189824)",1
"SLITRK1",1,0,0.0123595505617978,"(NA,11,26,879)","TRUE","108/1040 (0.103846153846154)",1
"ZBTB20",1,0.0416666666666667,0.0393258426966292,"(1,35,23,855)","TRUE","127/1051 (0.120837297811608)",1
"PRRC2A",1,0,0.036427732079906,"(NA,31,25,820)","TRUE","185/1082 (0.17097966728281)",1
